arxiv_id,title,summary,published,updated,html_url,pdf_url,authors,affiliations,countries,primary_category,categories
http://arxiv.org/abs/2109.14209v1,"Constrained scenarios for twenty-first century human population size
  based on the empirical coupling to economic growth","  Growth in the global human population this century will have momentous
consequences for societies and the environment. Population growth has come with
higher aggregate human welfare, but also climate change and biodiversity loss.
Based on the well-established empirical association and plausible causal
relationship between economic and population growth, we devised a novel method
for forecasting population based on Gross Domestic Product (GDP) per capita.
Although not mechanistically causal, our model is intuitive, transparent,
replicable, and grounded on historical data. Our central finding is that a
richer world is likely to be associated with a lower population, an effect
especially pronounced in rapidly developing countries. In our baseline
scenario, where GDP per capita follows a business-as-usual trajectory, global
population is projected to reach 9.2 billion in 2050 and peak in 2062. With 50%
higher annual economic growth, population peaks even earlier, in 2056, and
declines to below 8 billion by the end of the century. Without any economic
growth after 2020, however, the global population will grow to 9.9 billion in
2050 continue rising thereafter. Economic growth has the largest effect on
low-income countries. The gap between the highest and lowest GDP scenarios
reaches almost 4 billion by 2100. Education and family planning are important
determinants of population growth, but economic growth is also likely to be a
driver of slowing population growth by changing incentives for childbearing.
Since economic growth could slow population growth, it will offset
environmental impacts stemming from higher per-capita consumption of food,
water, and energy, and work in tandem with technological innovation.
",2021-09-29T06:22:43Z,2021-09-29T06:22:43Z,http://arxiv.org/abs/2109.14209v1,http://arxiv.org/pdf/2109.14209v1,"Barry W. Brook, Jessie C. Buettel, Sanghyun Hong","Unknown, Unknown, Unknown",,econ.GN,q-fin.EC
http://arxiv.org/abs/1908.08702v4,"A simple model suggesting economically rational sample-size choice
  drives irreproducibility","  Several systematic studies have suggested that a large fraction of published
research is not reproducible. One probable reason for low reproducibility is
insufficient sample size, resulting in low power and low positive predictive
value. It has been suggested that insufficient sample-size choice is driven by
a combination of scientific competition and 'positive publication bias'. Here
we formalize this intuition in a simple model, in which scientists choose
economically rational sample sizes, balancing the cost of experimentation with
income from publication. Specifically, assuming that a scientist's income
derives only from 'positive' findings (positive publication bias) and that
individual samples cost a fixed amount, allows to leverage basic statistical
formulas into an economic optimality prediction. We find that if effects have
i) low base probability, ii) small effect size or iii) low grant income per
publication, then the rational (economically optimal) sample size is small.
Furthermore, for plausible distributions of these parameters we find a robust
emergence of a bimodal distribution of obtained statistical power and low
overall reproducibility rates, both matching empirical findings. Finally, we
explore conditional equivalence testing as a means to align economic incentives
with adequate sample sizes. Overall, the model describes a simple mechanism
explaining both the prevalence and the persistence of small sample sizes, and
is well suited for empirical validation. It proposes economic rationality, or
economic pressures, as a principal driver of irreproducibility and suggests
strategies to change this.
",2019-08-23T07:45:30Z,2020-02-13T09:22:52Z,http://arxiv.org/abs/1908.08702v4,http://arxiv.org/pdf/1908.08702v4,Oliver Braganza,Unknown,,econ.GN,"cs.SY, eess.SY, q-fin.EC, stat.ME"
http://arxiv.org/abs/1910.03141v1,"The Possible Effects of Personal Income Tax and Value Added Tax on
  Consumer Behaviors","  In economics literature, it is accepted that all people are rational and they
try to maximize their utilities as possible as they can. In addition, economic
theories are formed with the assumptions not suitable to real life. For
instance, indifference curves are drawn with the assumptions that there are two
goods, people are rational, more is preferred to less and so on. Hence, the
consumer behaviors are guessed according to this analysis. Nevertheless, these
are invalid in real life. And this inconsistencey are examined by behavioral
economics and neuroeconomics. Behavioral economics claims that people can
behave what they are not expected since people can be irrational, their
willpower is limited and altruistic behaviors can be seen and they can give
more value to what they own. As a result of these, consumer behaviors become
more different than that of economic theory. In addition to behavioral
economics, neuroeconomics also examines consumer behaviors more differently
than mainstream economic theory. It emphasizes the people using prefrontial
cortex of the brain are more rational than the people using hippocampus of the
brain. Therefore, people can make illogical choices compared to economic
theory. In these cases, levying taxes such as personal income tax or value
added tax can be ineffective or effective. In other words, the effect becomes
ambigious. Hence,the hypothesis that if government desires to levy personal
income tax or value added tax, it makes a detailed research in terms of
productivity of taxes forms the fundamental of this study.
",2019-09-23T14:01:23Z,2019-09-23T14:01:23Z,http://arxiv.org/abs/1910.03141v1,http://arxiv.org/pdf/1910.03141v1,"Ahmet Ak, Oner Gumus","Unknown, Unknown",,q-fin.GN,91B42
http://arxiv.org/abs/2012.04571v1,How Covid-19 Pandemic Changes the Theory of Economics?,"  During its history, the ultimate goal of economics has been to develop
similar frameworks for modeling economic behavior as invented in physics. This
has not been successful, however, and current state of the process is the
neoclassical framework that bases on static optimization. By using a static
framework, however, we cannot model and forecast the time paths of economic
quantities because for a growing firm or a firm going into bankruptcy, a
positive profit maximizing flow of production does not exist. Due to these
problems, we present a dynamic theory for the production of a profit-seeking
firm where the adjustment may be stable or unstable. This is important,
currently, because we should be able to forecast the possible future
bankruptcies of firms due to the Covid-19 pandemic. By using the model, we can
solve the time moment of bankruptcy of a firm as a function of several
parameters. The proposed model is mathematically identical with Newtonian model
of a particle moving in a resisting medium, and so the model explains the
reasons that stop the motion too. The frameworks for modeling dynamic events in
physics are thus applicable in economics, and we give reasons why physics is
more important for the development of economics than pure mathematics. (JEL
D21, O12)
  Keywords: Limitations of neoclassical framework, Dynamics of production,
Economic force, Connections between economics and physics.
",2020-12-08T17:16:34Z,2020-12-08T17:16:34Z,http://arxiv.org/abs/2012.04571v1,http://arxiv.org/pdf/2012.04571v1,Matti Estola,Unknown,,econ.TH,
http://arxiv.org/abs/2106.00483v2,"Modeling the out-of-equilibrium dynamics of bounded rationality and
  economic constraints","  The analogies between economics and classical mechanics can be extended from
constrained optimization to constrained dynamics by formalizing economic
(constraint) forces and economic power in analogy to physical (constraint)
forces in Lagrangian mechanics. In the differential-algebraic equation
framework of General Constrained Dynamics (GCD), households, firms, banks, and
the government employ forces to change economic variables according to their
desire and their power to assert their interest. These ex-ante forces are
completed by constraint forces from unanticipated system constraints to yield
the ex-post dynamics. The flexible out-of-equilibrium model can combine
Keynesian concepts such as the balance sheet approach and slow adaptation of
prices and quantities with bounded rationality (gradient climbing) and
interacting agents discussed in behavioral economics and agent-based models.
The framework integrates some elements of different schools of thought and
overcomes some restrictions inherent to optimization approaches, such as the
assumption of markets operating in or close to equilibrium. Depending on the
parameter choice for power relations and adaptation speeds, the model
nevertheless can converge to a neoclassical equilibrium, and reacts to an
austerity shock in a neoclassical or post-Keynesian way.
",2021-06-01T13:39:37Z,2021-06-07T13:20:46Z,http://arxiv.org/abs/2106.00483v2,http://arxiv.org/pdf/2106.00483v2,Oliver Richters,Unknown,,econ.TH,"math.AP, math.DS, 34A09, 35F50, 35Q91, 37N40, 91B66, 91-10"
http://arxiv.org/abs/2112.11564v1,"Associational and plausible causal effects of COVID-19 public health
  policies on economic and mental distress","  Background The COVID-19 pandemic has increased mental distress globally. The
proportion of people reporting anxiety is 26%, and depression is 34% points.
Disentangling associational and causal contributions of behavior, COVID-19
cases, and economic distress on mental distress will dictate different
mitigation strategies to reduce long-term pandemic-related mental distress.
Methods We use the Household Pulse Survey (HPS) April 2020 to February 2021
data to examine mental distress among U.S. citizens attributable to COVID-19.
We combined HPS survey data with publicly available state-level weekly:
COVID-19 case and death data from the Centers for Disease Control, public
policies, and Apple and Google mobility data. Finally, we constructed economic
and mental distress measures to estimate structural models with lag dependent
variables to tease out public health policies' associational and causal path
coefficients on economic and mental distress. Findings From April 2020 to
February 2021, we found that anxiety and depression had steadily climbed in the
U.S. By design, mobility restrictions primarily affected public health policies
where businesses and restaurants absorbed the biggest hit. Period t-1 COVID-19
cases increased job loss by 4.1% and economic distress by 6.3% points in the
same period. Job-loss and housing insecurity in t-1 increased period t mental
distress by 29.1% and 32.7%, respectively. However, t-1 food insecurity
decreased mental distress by 4.9% in time t. The pandemic-related potential
causal path coefficient of period t-1 economic distress on period t depression
is 57.8%, and anxiety is 55.9%. Thus, we show that period t-1 COVID-19 case
information, behavior, and economic distress may be causally associated with
pandemic related period t mental distress.
",2021-12-20T14:29:29Z,2021-12-20T14:29:29Z,http://arxiv.org/abs/2112.11564v1,http://arxiv.org/pdf/2112.11564v1,"Reka Sundaram-Stukel, Richard J Davidson","Unknown, Unknown",,econ.GN,q-fin.EC
http://arxiv.org/abs/2203.15911v4,"Economic state classification and portfolio optimisation with
  application to stagflationary environments","  Motivated by the current fears of a potentially stagflationary global
economic environment, this paper uses new and recently introduced mathematical
techniques to study multivariate time series pertaining to country inflation
(CPI), economic growth (GDP) and equity index behaviours. We begin by assessing
the temporal evolution among various economic phenomena, and complement this
analysis with `economic driver analysis,' where we decouple country economic
trajectories and determine what is most important in their association. Next,
we study the temporal self-similarity of global inflation, growth and equity
index returns to identify the most anomalous historic periods, and windows in
the past that are most similar to current market dynamics. We then introduce a
new algorithm to construct economic state classifications and compute an
economic state integral, where countries are determined to belong in one of
four candidate states based on their inflation and growth behaviours. Finally,
we implement a decade-by-decade portfolio optimisation to determine which
equity indices and portfolio assets have been most beneficial in maximising
portfolio risk-adjusted returns in various market conditions. This could be of
great interest to those looking for asset allocation guidance in the current
period of high economic uncertainty.
",2022-03-29T21:14:07Z,2022-09-13T13:04:47Z,http://arxiv.org/abs/2203.15911v4,http://arxiv.org/pdf/2203.15911v4,"Nick James, Max Menzies, Kevin Chin","Unknown, Unknown, Unknown",,q-fin.ST,stat.AP
http://arxiv.org/abs/2207.12199v3,A meta-analysis of the total economic impact of climate change,"  Earlier meta-analyses of the economic impact of climate change are updated
with more data, with three new results: (1) The central estimate of the
economic impact of global warming is always negative. (2) The confidence
interval about the estimates is much wider. (3) Elicitation methods are most
pessimistic, econometric studies most optimistic. Two previous results remain:
(4) The uncertainty about the impact is skewed towards negative surprises. (5)
Poorer countries are much more vulnerable than richer ones. A meta-analysis of
the impact of weather shocks reveals that studies, which relate economic growth
to temperature levels, cannot agree on the sign of the impact whereas studies,
which make economic growth a function of temperature change do agree on the
sign but differ an order of magnitude in effect size. The former studies posit
that climate change has a permanent effect on economic growth, the latter that
the effect is transient. The impact on economic growth implied by studies of
the impact of climate change is close to the growth impact estimated as a
function of weather shocks. The social cost of carbon shows a similar pattern
to the total impact estimates, but with more emphasis on the impacts of
moderate warming in the near and medium term.
",2022-07-25T13:39:24Z,2022-08-27T12:49:45Z,http://arxiv.org/abs/2207.12199v3,http://arxiv.org/pdf/2207.12199v3,Richard S. J. Tol,Unknown,,econ.GN,q-fin.EC
http://arxiv.org/abs/2209.05383v2,"Weak Supervision in Analysis of News: Application to Economic Policy
  Uncertainty","  The need for timely data analysis for economic decisions has prompted most
economists and policy makers to search for non-traditional supplementary
sources of data. In that context, text data is being explored to enrich
traditional data sources because it is easy to collect and highly abundant. Our
work focuses on studying the potential of textual data, in particular news
pieces, for measuring economic policy uncertainty (EPU). Economic policy
uncertainty is defined as the public's inability to predict the outcomes of
their decisions under new policies and future economic fundamentals.
Quantifying EPU is of great importance to policy makers, economists, and
investors since it influences their expectations about the future economic
fundamentals with an impact on their policy, investment and saving decisions.
Most of the previous work using news articles for measuring EPU are either
manual or based on a simple keyword search. Our work proposes a machine
learning based solution involving weak supervision to classify news articles
with regards to economic policy uncertainty. Weak supervision is shown to be an
efficient machine learning paradigm for applying machine learning models in low
resource settings with no or scarce training sets, leveraging domain knowledge
and heuristics. We further generated a weak supervision based EPU index that we
used to conduct extensive econometric analysis along with the Irish
macroeconomic indicators to validate whether our generated index foreshadows
weaker macroeconomic performance
",2022-08-10T09:08:29Z,2022-09-20T16:47:39Z,http://arxiv.org/abs/2209.05383v2,http://arxiv.org/pdf/2209.05383v2,"Paul Trust, Ahmed Zahran, Rosane Minghim","Unknown, Unknown, Unknown",,econ.GN,"cs.AI, cs.CY, cs.LG, q-fin.EC"
http://arxiv.org/abs/2212.03567v1,"The unequal effects of the health-economy tradeoff during the COVID-19
  pandemic","  The potential tradeoff between health outcomes and economic impact has been a
major challenge in the policy making process during the COVID-19 pandemic.
Epidemic-economic models designed to address this issue are either too
aggregate to consider heterogeneous outcomes across socio-economic groups, or,
when sufficiently fine-grained, not well grounded by empirical data. To fill
this gap, we introduce a data-driven, granular, agent-based model that
simulates epidemic and economic outcomes across industries, occupations, and
income levels with geographic realism. The key mechanism coupling the epidemic
and economic modules is the reduction in consumption demand due to fear of
infection. We calibrate the model to the first wave of COVID-19 in the New York
metropolitan area, showing that it reproduces key epidemic and economic
statistics, and then examine counterfactual scenarios. We find that: (a) both
high fear of infection and strict restrictions similarly harm the economy but
reduce infections; (b) low-income workers bear the brunt of both the economic
and epidemic harm; (c) closing non-customer-facing industries such as
manufacturing and construction only marginally reduces the death toll while
considerably increasing unemployment; and (d) delaying the start of protective
measures does little to help the economy and worsens epidemic outcomes in all
scenarios. We anticipate that our model will help designing effective and
equitable non-pharmaceutical interventions that minimize disruptions in the
face of a novel pandemic.
",2022-12-07T10:52:02Z,2022-12-07T10:52:02Z,http://arxiv.org/abs/2212.03567v1,http://arxiv.org/pdf/2212.03567v1,"Marco Pangallo, Alberto Aleta, R. Maria del Rio Chanona, Anton Pichler, David Martín-Corral, Matteo Chinazzi, François Lafond, Marco Ajelli, Esteban Moro, Yamir Moreno, Alessandro Vespignani, J. Doyne Farmer","Unknown, Unknown, Unknown, Unknown, Unknown, Unknown, Unknown, Unknown, Unknown, Unknown, Unknown, Unknown",,econ.GN,"physics.soc-ph, q-fin.EC"
http://arxiv.org/abs/2301.01843v1,Peace Dividends: The Economic Effects of Colombia's Peace Agreement,"  The last decades have seen a resurgence of armed conflict around the world,
renewing the need for durable peace agreements. In this paper, I evaluate the
economic effects of the peace agreement between the Colombian government and
the largest guerrilla group in the country, the FARC, putting an end to one of
the longest and most violent armed conflicts in recent history. Using a
difference-in-difference strategy comparing municipalities that historically
had FARC presence and those with presence of a similar, smaller guerrilla
group, the ELN, before and after the start of a unilateral ceasefire by the
FARC, I establish three sets of results. First, violence indicators
significantly and sizably decreased in historically FARC municipalities.
Second, despite this large reduction in violence, I find precisely-estimated
null effects across a variety of economic indicators, suggesting no effect of
the peace agreement on economic activity. Furthermore, I use a sharp
discontinuity in eligibility to the government's flagship business and job
creation program for conflict-affected areas to evaluate the policy's impact,
also finding precisely-estimated null effects on the same economic indicators.
Third, I present evidence that suggests the reason why historically FARC
municipalities could not reap the economic benefits from the reduction in
violence is a lack of state capacity, caused both by their low initial levels
of state capacity and the lack of state entry post-ceasefire. These results
indicate that peace agreements require complementary investments in state
capacity to yield an economic dividend.
",2023-01-04T23:00:58Z,2023-01-04T23:00:58Z,http://arxiv.org/abs/2301.01843v1,http://arxiv.org/pdf/2301.01843v1,Miguel Fajardo-Steinhäuser,Unknown,,econ.GN,q-fin.EC
http://arxiv.org/abs/2312.07469v1,"Export complexity, industrial complexity and regional economic growth in
  Brazil","  Research on productive structures has shown that economic complexity
conditions economic growth. However, little is known about which type of
complexity, e.g., export or industrial complexity, matters more for regional
economic growth in a large emerging country like Brazil. Brazil exports natural
resources and agricultural goods, but a large share of the employment derives
from services, non-tradables, and within-country manufacturing trade. Here, we
use a large dataset on Brazil's formal labor market, including approximately
100 million workers and 581 industries, to reveal the patterns of export
complexity, industrial complexity, and economic growth of 558 micro-regions
between 2003 and 2019. Our results show that export complexity is more evenly
spread than industrial complexity. Only a few -- mainly developed urban places
-- have comparative advantages in sophisticated services. Regressions show that
a region's industrial complexity is a significant predictor for 3-year growth
prospects, but export complexity is not. Moreover, economic complexity in
neighboring regions is significantly associated with economic growth. The
results show export complexity does not appropriately depict Brazil's knowledge
base and growth opportunities. Instead, promoting the sophistication of the
heterogeneous regional industrial structures and development spillovers is a
key to growth.
",2023-12-12T17:50:28Z,2023-12-12T17:50:28Z,http://arxiv.org/abs/2312.07469v1,http://arxiv.org/pdf/2312.07469v1,"Ben-Hur Francisco Cardoso, Eva Yamila da Silva Catela, Guilherme Viegas, Flávio L. Pinheiro, Dominik Hartmann","Unknown, Unknown, Unknown, Unknown, Unknown",,econ.GN,q-fin.EC
http://arxiv.org/abs/2401.00535v1,"Actualised and future changes in regional economic growth through sea
  level rise","  This study investigates the long-term economic impact of sea-level rise (SLR)
on coastal regions in Europe, focusing on Gross Domestic Product (GDP). Using a
novel dataset covering regional SLR and economic growth from 1900 to 2020, we
quantify the relationships between SLR and regional GDP per capita across 79
coastal EU & UK regions. Our results reveal that the current SLR has already
negatively influenced GDP of coastal regions, leading to a cumulative 4.7% loss
at 39 cm of SLR. Over the 120 year period studied, the actualised impact of SLR
on the annual growth rate is between -0.02% and 0.04%. Extrapolating these
findings to future climate and socio-economic scenarios, we show that in the
absence of additional adaptation measures, GDP losses by 2100 could range
between -6.3% and -20.8% under the most extreme SLR scenario (SSP5-RCP8.5
High-end Ice, or -4.0% to -14.1% in SSP5-RCP8.5 High Ice). This statistical
analysis utilising a century-long dataset, provides an empirical foundation for
designing region-specific climate adaptation strategies to mitigate economic
damages caused by SLR. Our evidence supports the argument for strategically
relocating assets and establishing coastal setback zones when it is
economically preferable and socially agreeable, given that protection
investments have an economic impact.
",2023-12-31T16:42:45Z,2023-12-31T16:42:45Z,http://arxiv.org/abs/2401.00535v1,http://arxiv.org/pdf/2401.00535v1,"Theodoros Chatzivasileiadis, Ignasi Cortes Arbues, Jochen Hinkel, Daniel Lincke, Richard S. J. Tol","Unknown, Unknown, Unknown, Unknown, Unknown",,econ.GN,q-fin.EC
http://arxiv.org/abs/2407.12953v2,"Using satellite imagery to monitor remote rural economies at high
  frequency","  Despite global progress in reducing extreme poverty, stubborn pockets remain,
often in remote and fragile regions. A fundamental obstacle to further progress
is that remoteness and fragility also constrain our ability to monitor economic
conditions. Using satellite imagery, we develop a new approach to monitor
economic activity at periodic markets, focal points for rural trade throughout
history and much of the world today. We describe how to detect marketplaces
without pre-existing maps and how to construct an up-to-weekly measure of their
activity. We show that we successfully detect marketplaces and that activity
correlates with other measures of economic activity, captures seasonal
patterns, and responds to local weather and conflict. Drawing on high
frequency, globally available imagery, our approach enables real-time
monitoring of economic activity independent of ground conditions. .
",2024-07-17T18:47:49Z,2024-08-23T07:19:47Z,http://arxiv.org/abs/2407.12953v2,http://arxiv.org/pdf/2407.12953v2,"Tillmann von Carnap, Reza M. Asiyabi, Paul Dingus, Anna Tompsett","Center on Food Security and the Environment, Stanford University, Stanford, United States of America, Mistra Center for Sustainable Markets, Stockholm School of Economics, Stockholm, Sweden, Center on Food Security and the Environment, Stanford University, Stanford, United States of America, Beijer Institute of Ecological Economics, The Royal Swedish Academy of Sciences, Stockholm, Sweden",,econ.GN,q-fin.EC
http://arxiv.org/abs/cond-mat/0212071v1,Applications of Small-World Networks to some Socio-economic Systems,"  Small-world networks (SWN) are found to be closer to the real social systems
than both regular and random lattices. Then, a model for the evolution of
economic systems is generalized to SWN. The Sznajd model for the two-state
opinion formation problem is applied to SWN. Then a simple definition of
leaders is included. These models explain some socio-economic aspects.
",2002-12-03T19:33:29Z,2002-12-03T19:33:29Z,http://arxiv.org/abs/cond-mat/0212071v1,http://arxiv.org/pdf/cond-mat/0212071v1,A. S. Elgazzar,Unknown,,cond-mat.stat-mech,
http://arxiv.org/abs/physics/0005010v1,"Is it Possible to Describe Economical Phenomena by Methods of
  Statistical Physics of Open Systems?","  The methods of statistical physics of open systems are used for describing
the time dependence of economic characteristics (income, profit, cost, supply,
currency etc.) and their correlations with each other. Nonlinear equations
(analogies of known reaction-diffusion, kinetic, Langevin equation) describing
appearance of bifurcations, self-sustained oscillational processes,
self-organizations in economic phenomena are offered.
",2000-05-05T06:18:44Z,2000-05-05T06:18:44Z,http://arxiv.org/abs/physics/0005010v1,http://arxiv.org/pdf/physics/0005010v1,"L. Ya. Kobelev, O. L. Kobeleva, Ya. L. Kobelev","Unknown, Unknown, Unknown",,physics.gen-ph,
http://arxiv.org/abs/0707.3490v1,Econophysics and Financial-Economic Monitoring,"  The author solves two problems: formation of object of econophysics, creation
of the general theory of financial-economic monitoring. In the first problem he
studied two fundamental tasks: a choice of conceptual model and creation of
axiomatic base. It is accepted, that the conceptual model of econophysics is a
concrete definition of entropy conceptual model. Financial and economic
monitoring is considered as monitoring of flows on entropy manifold of phase
space - on a Diffusion field.
",2007-07-24T06:38:02Z,2007-07-24T06:38:02Z,http://arxiv.org/abs/0707.3490v1,http://arxiv.org/pdf/0707.3490v1,A. N. Panchenkov,Unknown,,physics.soc-ph,
http://arxiv.org/abs/0807.0372v1,"EconoThermodynamics, or the world economy ""thermal death"" paradox","  The paper present one of attempts to apply the thermodynamics laws to
economics. Introducing common thermodynamic parameters and considering world
economics as a one macrosystem, authors demonstrate the possible consequences
of entropy increasing due to irreversible economics activities. ""Entropy""
advices to leaders of different business units are presented.
",2008-07-02T15:11:15Z,2008-07-02T15:11:15Z,http://arxiv.org/abs/0807.0372v1,http://arxiv.org/pdf/0807.0372v1,"A. M. Tishin, O. B. Baklitskaya","Physics Department of M.V. Lomonosov Moscow State University, Polymagnet LLC, Moscow, Russia, AMT&C Group",,physics.soc-ph,
http://arxiv.org/abs/0809.2136v2,The Potluck Problem,"  This paper proposes the Potluck Problem as a model for the behavior of
independent producers and consumers under standard economic assumptions, as a
problem of resource allocation in a multi-agent system in which there is no
explicit communication among the agents.
",2008-09-12T05:54:50Z,2009-12-16T05:12:11Z,http://arxiv.org/abs/0809.2136v2,http://arxiv.org/pdf/0809.2136v2,"Prabodh K. Enumula, Shrisha Rao","Unknown, Unknown",,cs.GT,"cs.MA, I.2.11; I.6.1"
http://arxiv.org/abs/1105.5503v1,"Pricing, liquidity and the control of dynamic systems in finance and
  economics","  The paper discusses various practical consequences of treating economics and
finance as an inherently dynamic and chaotic system. On the theoretical side
this looks at the general applicability of the market-making pricing approach
to economics in general. The paper also discuses the consequences of the
endogenous creation of liquidity and the role of liquidity as a state variable.
On the practical side, proposals are made for reducing chaotic behaviour in
both housing markets and stock markets.
",2011-05-27T09:26:08Z,2011-05-27T09:26:08Z,http://arxiv.org/abs/1105.5503v1,http://arxiv.org/pdf/1105.5503v1,Geoff Willis,Unknown,,q-fin.GN,
http://arxiv.org/abs/1505.03389v1,Laws governing development of institutionalization of e-commerce,"  Article about objective laws of formation of social and economic institutes
in system of electronic commerce. Rapid development of Internet technologies
became the reason of deep institutional transformation of economic relations.
The author analyzes value transaction costs as motive power of formation of new
economic institutes in network economy.
",2015-05-13T13:59:32Z,2015-05-13T13:59:32Z,http://arxiv.org/abs/1505.03389v1,http://arxiv.org/pdf/1505.03389v1,Mikhail Kaluzhsky,Unknown,,cs.CY,
http://arxiv.org/abs/1605.01052v1,"Regrets, learning and wisdom","  This contribution discusses in what respect Econophysics may be able to
contribute to the rebuilding of economics theory. It focuses on aggregation,
individual vs collective learning and functional wisdom of the crowds.
",2016-05-02T20:37:16Z,2016-05-02T20:37:16Z,http://arxiv.org/abs/1605.01052v1,http://arxiv.org/pdf/1605.01052v1,Damien Challet,Unknown,,physics.soc-ph,"q-fin.EC, q-fin.GN"
http://arxiv.org/abs/1606.04703v1,Notes on socio-economic transparency mechanisms,"  Clearly, socio-economic freedom requires some extent of transparency
regarding the implications of choices. In this paper, we review some
established mechanisms for achieving such transparency, without any claim to
completeness, and briefly discuss potential future directions. Our
investigation is structured by four ""challenges"" under which we subsume the
various requirements on, and approaches to, socio-economic transparency
mechanisms. One main focus is on the inference, i.e., statistical, aspect of
such mechanisms.
",2016-06-15T10:08:09Z,2016-06-15T10:08:09Z,http://arxiv.org/abs/1606.04703v1,http://arxiv.org/pdf/1606.04703v1,Philipp Geiger,Unknown,,cs.CY,
http://arxiv.org/abs/1807.09475v1,CAP and Monetary Policy,"  Despite the importance of CAP-related agricultural market regulation
mechanisms within Europe, the agricultural sectors in European countries retain
a degree of sensitivity to macroeconomic activity and policies. This reality
now raises the question of the effects to be expected from the implementation
of the single monetary policy on these agricultural sectors within the Monetary
Union.
",2018-07-25T08:21:39Z,2018-07-25T08:21:39Z,http://arxiv.org/abs/1807.09475v1,http://arxiv.org/pdf/1807.09475v1,Carl Duisberg,Unknown,,econ.GN,q-fin.EC
http://arxiv.org/abs/1906.11224v1,"The Hamiltonian approach to the problem of derivation of production
  functions in economic growth theory","  We introduce a general Hamiltonian framework that appears to be a natural
setting for the derivation of various production functions in economic growth
theory, starting with the celebrated Cobb-Douglas function. Employing our
method, we investigate some existing models and propose a new one as special
cases of the general $n$-dimensional Lotka-Volterra system of eco-dynamics.
",2019-06-26T17:34:22Z,2019-06-26T17:34:22Z,http://arxiv.org/abs/1906.11224v1,http://arxiv.org/pdf/1906.11224v1,"Roman G. Smirnov, Kunpeng Wang","Unknown, Unknown",,econ.TH,"math.SG, 37J15, 91B62"
http://arxiv.org/abs/1911.04865v2,Analytical solution of $k$th price auction,"  We provide an exact analytical solution of the Nash equilibrium for the $k$th
price auction by using inverse of distribution functions. As applications, we
identify the unique symmetric equilibrium where the valuations have polynomial
distribution, fat tail distribution and exponential distributions.
",2019-11-11T08:09:02Z,2020-06-19T05:33:22Z,http://arxiv.org/abs/1911.04865v2,http://arxiv.org/pdf/1911.04865v2,"Martin Mihelich, Yan Shu","Unknown, Unknown",,econ.TH,"econ.GN, q-fin.EC"
http://arxiv.org/abs/2105.15175v1,An algebraic approach to revealed preferences,"  We propose and develop an algebraic approach to revealed preference. Our
approach dispenses with non algebraic structure, such as topological
assumptions. We provide algebraic axioms of revealed preference that subsume
previous, classical revealed preference axioms, as well as generate new axioms
for behavioral theories, and show that a data set is rationalizable if and only
if it is consistent with an algebraic axiom.
",2021-05-31T17:34:06Z,2021-05-31T17:34:06Z,http://arxiv.org/abs/2105.15175v1,http://arxiv.org/pdf/2105.15175v1,"Mikhail Freer, Cesar Martinelli","Unknown, Unknown",,econ.TH,"econ.GN, q-fin.EC"
http://arxiv.org/abs/2109.11344v1,Causal Inference in Network Economics,"  Network economics is the study of a rich class of equilibrium problems that
occur in the real world, from traffic management to supply chains and two-sided
online marketplaces. In this paper we explore causal inference in network
economics, building on the mathematical framework of variational inequalities,
which is a generalization of classical optimization. Our framework can be
viewed as a synthesis of the well-known variational inequality formalism with
the broad principles of causal inference
",2021-09-20T23:42:38Z,2021-09-20T23:42:38Z,http://arxiv.org/abs/2109.11344v1,http://arxiv.org/pdf/2109.11344v1,Sridhar Mahadevan,Unknown,,math.OC,cs.AI
http://arxiv.org/abs/1707.05826v3,Improving the Economic Complexity Index,"  How much knowledge is there in an economy? In recent years, data on the mix
of products that countries export has been used to construct measures of
economic complexity that estimate the knowledge available in an economy and
predict future economic growth. Here we introduce a new and simpler metric of
economic complexity (ECI+) that measures the total exports of an economy
corrected by how difficult it is to export each product. We use data from 1973
to 2013 to compare the ability of ECI+, the Economic Complexity Index (ECI),
and Fitness complexity, to predict future economic growth using 5, 10, and
20-year panels in a pooled OLS, a random effects model, and a fixed effects
model. We find that ECI+ outperforms ECI and Fitness in its ability to predict
economic growth and in the consistency of its estimators across most
econometric specifications. On average, one standard deviation increase in ECI+
is associated with an increase in annualized growth of about 4% to 5%. We then
combine ECI+ with measures of physical capital, human capital, and
institutions, to find a robust model of economic growth. The ability of ECI+ to
predict growth, and the value of its coefficient, is robust to these controls.
Also, we find that human capital, political stability, and control of
corruption; are positively associated with future economic growth, and that
income is negatively associated with growth, in agreement with the traditional
growth literature. Finally, we use ECI+ to generate economic growth predictions
for the next 20 years and compare these predictions with the ones obtained
using ECI and Fitness. These findings improve the methods available to estimate
the knowledge intensity of economies and predict future economic growth.
",2017-07-18T19:19:24Z,2017-07-24T21:26:01Z,http://arxiv.org/abs/1707.05826v3,http://arxiv.org/pdf/1707.05826v3,"Saleh Albeaik, Mary Kaltenberg, Mansour Alsaleh, Cesar A. Hidalgo","Unknown, Unknown, Unknown, Unknown",,q-fin.EC,physics.soc-ph
